CARRIER|ORIGIN|REGION,Sum,Count,Mean
WS|SFO|I,63658.000000,65,979.353846
1EQ|LAX|D,7268.000000,6,1211.333333
1EQ|HOU|D,11425.000000,9,1269.444444
1EQ|TLC|D,1534.000000,1,1534.000000
1EQ|SJC|D,16462.000000,17,968.352941
VJT|GRQ|I,4688.000000,1,4688.000000
GCA|LAL|D,1332.000000,4,333.000000
1EQ|PIT|D,145.000000,1,145.000000
1EQ|MDW|D,2233.000000,2,1116.500000
1EQ|MSP|D,13084.000000,9,1453.777778
1EQ|BNA|D,1947.000000,1,1947.000000
WN|SJC|D,722149.000000,811,890.442663
VJT|PWK|I,6349.000000,2,3174.500000
AS|MDT|D,6815.000000,3,2271.666667
UA|PDL|A,10304.000000,4,2576.000000
CC|LGG|I,151971.000000,35,4342.028571
UA|ATL|D,366117.000000,421,869.636580
FJ|SFO|I,130968.000000,24,5457.000000
13Q|BRS|I,2988.000000,1,2988.000000
GCQ|EDI|I,9237.000000,2,4618.500000
BA|PDX|I,157248.000000,32,4914.000000
QFX|OPF|I,23905.000000,11,2173.181818
09Q|BOG|I,8594.000000,4,2148.500000
WS|YYT|I,55008.000000,27,2037.333333
1BQ|YIP|I,4152.000000,1,4152.000000
AOQ|DAL|I,5222.000000,1,5222.000000
1EQ|PHL|D,268.000000,1,268.000000
1EQ|CMH|D,283.000000,1,283.000000
OO|EWR|D,2257.000000,4,564.250000
1EQ|YYC|D,2054.000000,2,1027.000000
1EQ|CPS|D,1728.000000,1,1728.000000
1EQ|BFI|D,702.000000,1,702.000000
QT|GUA|I,3051.000000,3,1017.000000
1EQ|YOW|D,224.000000,1,224.000000
AN|PWK|D,3485.000000,2,1742.500000
1EQ|BUF|D,468.000000,1,468.000000
1EQ|DEN|D,948.000000,1,948.000000
1EQ|YYZ|D,426.000000,1,426.000000
5Y|PSM|I,7643.000000,2,3821.500000
AC|LGB|I,7664.000000,6,1277.333333
PO|ICN|P,76552.000000,13,5888.615385
GCA|SJC|D,1471.000000,2,735.500000
UA|HDN|D,35357.000000,45,785.711111
07Q|IAH|I,1748.000000,1,1748.000000
XP|DAL|D,9414.000000,10,941.400000
AS|JNU|D,155228.000000,379,409.572559
OO|BGR|D,7428.000000,10,742.800000
04Q|FXE|D,8001.000000,28,285.750000
AS|CDV|D,29068.000000,102,284.980392
N3|GUA|I,3786.000000,2,1893.000000
AS|WRG|D,13755.000000,82,167.743902
GCA|MDW|D,1535.000000,4,383.750000
VJT|VNY|I,188724.000000,41,4603.024390
AS|ANC|D,1248915.000000,1134,1101.335979
YR|RNO|D,184.000000,2,92.000000
5V|RSH|D,468.000000,1,468.000000
AS|YAK|D,41250.000000,107,385.514019
7S|AUK|D,6322.000000,93,67.978495
AOQ|FAR|I,6569.000000,2,3284.500000
AS|JAC|D,5829.000000,9,647.666667
AA|SAL|L,54652.000000,46,1188.086957
V8|ADQ|D,328.000000,2,164.000000
VJT|RAK|I,23643.000000,6,3940.500000
AS|SJD|L,323300.000000,261,1238.697318
24Q|BOS|I,2413.000000,1,2413.000000
AS|SMF|D,38427.000000,68,565.102941
QK|YOW|I,9652.000000,23,419.652174
DL|SJO|L,53415.000000,27,1978.333333
AS|BUR|D,108544.000000,130,834.953846
YV|IAH|L,52723.000000,65,811.123077
UA|FLL|L,182.000000,1,182.000000
HAQ|PIE|I,3174.000000,3,1058.000000
5V|LNS|D,1582.000000,1,1582.000000
KAH|BDY|D,1694.000000,6,282.333333
2NQ|CXY|D,201.000000,3,67.000000
WG|BUF|I,1785.000000,1,1785.000000
QK|YVR|I,67966.000000,93,730.817204
AS|BRW|D,39547.000000,66,599.196970
5V|KOT|D,457.000000,1,457.000000
AS|FAI|D,110344.000000,124,889.870968
AA|DAB|D,7929.000000,19,417.315789
X9|MKE|D,840.000000,1,840.000000
WN|COS|D,177398.000000,261,679.685824
27Q|ABQ|D,1974.000000,1,1974.000000
AM|MCO|I,44033.000000,36,1223.138889
X9|PPT|I,8994.000000,2,4497.000000
AN|GUP|D,4073.000000,16,254.562500
AS|AUS|D,316467.000000,212,1492.768868
NZ|ORD|I,24543.000000,3,8181.000000
AS|PSP|D,139585.000000,126,1107.817460
WN|GSO|D,66.000000,1,66.000000
AS|SBA|D,41122.000000,46,893.956522
WS|JFK|I,73476.000000,36,2041.000000
AS|PSC|D,9460.000000,55,172.000000
KLQ|MCI|D,9979.000000,24,415.791667
AS|GEG|D,96038.000000,152,631.828947
DE|ANC|I,23385.000000,5,4677.000000
LA|GUA|I,3051.000000,3,1017.000000
UA|PBI|L,199.000000,1,199.000000
AS|ORD|D,352921.000000,188,1877.239362
JCO|BCN|I,4679.000000,1,4679.000000
AS|LAX|L,760549.000000,464,1639.114224
DL|CVG|L,11065.000000,9,1229.444444
AS|ADQ|D,13079.000000,50,261.580000
5D|MFE|I,5408.000000,13,416.000000
UA|ALB|D,47051.000000,75,627.346667
AS|LAX|D,723578.000000,510,1418.780392
AS|LAS|D,230895.000000,284,813.010563
CM|TPA|I,40796.000000,31,1316.000000
YV|AGU|L,1432.000000,2,716.000000
CM|BOS|I,54004.000000,23,2348.000000
HUQ|SUS|I,5095.000000,1,5095.000000
CM|MIA|I,43776.000000,38,1152.000000
AM|FAT|I,18295.000000,14,1306.785714
AS|MSO|D,15171.000000,39,389.000000
UA|XPL|L,30787.000000,26,1184.115385
AOQ|BWI|I,3629.000000,1,3629.000000
UA|AVL|D,17887.000000,18,993.722222
JCO|TEB|I,63694.000000,21,3033.047619
KLQ|BFI|D,3289.000000,2,1644.500000
KAH|OR1|D,351.000000,1,351.000000
AC|MKE|I,840.000000,2,420.000000
5Y|IAG|D,2991.000000,3,997.000000
UA|ILM|D,122.000000,1,122.000000
OO|ROW|D,26944.000000,45,598.755556
KAH|2WA|D,503.000000,11,45.727273
AM|TIJ|I,829.000000,2,414.500000
UA|OAK|D,14321.000000,12,1193.416667
3AQ|SOV|D,384.000000,26,14.769231
27Q|ICT|D,6476.000000,7,925.142857
0UQ|IND|I,3630.000000,1,3630.000000
15Q|BHX|I,4772.000000,1,4772.000000
LF|SAN|D,2672.000000,2,1336.000000
0UQ|BGR|I,5195.000000,2,2597.500000
15Q|SLK|I,3304.000000,1,3304.000000
0UQ|TLS|I,9033.000000,2,4516.500000
RV|YQB|I,8646.000000,6,1441.000000
UA|SFO|L,218674.000000,122,1792.409836
UA|PVD|D,12549.000000,20,627.450000
UA|MSY|D,400677.000000,420,953.992857
AC|AFW|I,1207.000000,1,1207.000000
AC|PSP|I,12063.000000,10,1206.300000
U7|RFD|D,3106.000000,6,517.666667
UA|MFR|D,60586.000000,91,665.780220
UA|ACY|D,45.000000,1,45.000000
UA|LBB|D,6350.000000,10,635.000000
VJT|SHJ|I,6850.000000,1,6850.000000
UA|BRU|A,226288.000000,59,3835.389831
UA|CYS|D,180.000000,2,90.000000
UA|RAP|D,32033.000000,75,427.106667
AV|SJU|I,35662.000000,33,1080.666667
8V|FLT|D,903.000000,6,150.500000
UA|NAS|L,143998.000000,121,1190.066116
LA|CUN|I,7434.000000,14,531.000000
C5|HOB|D,6549.000000,13,503.769231
UA|MSY|L,4217.000000,7,602.428571
U7|CRW|D,710.000000,1,710.000000
DL|GFK|D,284.000000,1,284.000000
8V|CEM|D,140.000000,2,70.000000
UA|LGB|D,14041.000000,10,1404.100000
Y4|MTY|I,23022.000000,21,1096.285714
Y4|MCO|I,112781.000000,81,1392.358025
Y4|ONT|I,49842.000000,39,1278.000000
KLQ|TUP|D,1404.000000,2,702.000000
HAQ|ALB|I,2460.000000,2,1230.000000
Y4|IAH|I,77687.000000,98,792.724490
U7|PTK|D,514.000000,2,257.000000
X9|BUF|D,3211.000000,3,1070.333333
Y4|DEN|I,130536.000000,107,1219.962617
W8|YYT|I,12984.000000,5,2596.800000
Y4|SMF|I,123762.000000,72,1718.916667
09Q|ORF|D,1598.000000,2,799.000000
09Q|DTW|D,8863.000000,13,681.769231
09Q|SJC|D,6363.000000,8,795.375000
09Q|YOW|I,5524.000000,10,552.400000
GV|STG|D,3669.000000,26,141.115385
09Q|BZN|D,804.000000,1,804.000000
7H|PHX|D,1609.000000,5,321.800000
09Q|CPS|D,2333.000000,3,777.666667
09Q|YEG|I,3277.000000,2,1638.500000
WN|PNS|D,110483.000000,190,581.489474
SWQ|HNL|I,2435.000000,1,2435.000000
09Q|PVU|D,1950.000000,2,975.000000
7H|DTW|D,4067.000000,9,451.888889
DL|SAL|L,83060.000000,51,1628.627451
DL|SAV|D,45670.000000,99,461.313131
F9|SAN|D,141082.000000,242,582.983471
TA|BOS|I,27192.000000,12,2266.000000
VJT|SLC|I,20039.000000,5,4007.800000
Y4|GDL|I,1150294.000000,805,1428.936646
UA|TUP|D,511.000000,1,511.000000
DL|MCN|D,1064.000000,2,532.000000
AA|CLE|D,109904.000000,152,723.052632
DL|MEX|L,185239.000000,111,1668.819820
9X|SAN|D,891.000000,2,445.500000
DL|BUR|D,37790.000000,33,1145.151515
CV|IAH|I,126490.000000,26,4865.000000
DL|ORF|D,28944.000000,57,507.789474
AC|CUN|I,811.000000,1,811.000000
DL|CAE|D,12695.000000,54,235.092593
DL|RSW|D,254343.000000,263,967.083650
5Y|MHT|D,21993.000000,23,956.217391
DL|LBB|D,1871.000000,3,623.666667
DE|SAT|I,26875.000000,5,5375.000000
DL|EYW|D,10753.000000,18,597.388889
G4|GTF|D,23233.000000,27,860.481481
MQ|BDL|D,21063.000000,32,658.218750
DL|COS|D,36559.000000,49,746.102041
7S|CYF|D,4012.000000,53,75.698113
KLQ|MKC|D,846.000000,1,846.000000
AS|TUS|D,60881.000000,53,1148.698113
CZ|LAX|I,394424.000000,66,5976.121212
DL|DAY|D,5948.000000,15,396.533333
DL|RNO|D,37729.000000,43,877.418605
3M|LRM|I,955.000000,5,191.000000
DL|SMF|D,171719.000000,179,959.324022
PT|TVC|D,3147.000000,9,349.666667
EI|MSP|I,26152.000000,7,3736.000000
DL|TUS|D,60812.000000,49,1241.061224
QK|MSP|I,30660.000000,38,806.842105
UA|MTJ|D,24517.000000,41,597.975610
WN|STL|D,1434479.000000,1764,813.196712
PD|PSP|I,2085.000000,1,2085.000000
KZ|HKG|I,20324.000000,4,5081.000000
4Y|LAS|I,91794.000000,20,4589.700000
WN|DTW|D,192219.000000,257,747.933852
WN|CMH|D,534146.000000,653,817.987749
M3|SCL|I,20590.000000,5,4118.000000
WN|ORD|D,311959.000000,330,945.330303
5X|ORF|D,4182.000000,23,181.826087
U7|LRD|I,40109.000000,91,440.758242
WN|MCO|D,1584474.000000,1648,961.452670
YB|KEH|I,114.000000,1,114.000000
WN|ISP|D,127737.000000,155,824.109677
WN|ATL|L,25555.000000,27,946.481481
WN|PIT|D,552613.000000,602,917.961794
WN|ELP|D,255055.000000,396,644.078283
WN|OAK|D,991445.000000,1005,986.512438
WGT|TEB|I,18119.000000,7,2588.428571
WN|AMA|D,74491.000000,147,506.741497
WN|MAF|D,85839.000000,178,482.241573
YV|CHS|D,15467.000000,23,672.478261
WN|TUL|D,198139.000000,322,615.338509
UA|POP|L,26096.000000,18,1449.777778
5V|WBQ|D,1075.000000,10,107.500000
WN|HRL|D,36490.000000,105,347.523810
VJT|PBI|I,124126.000000,44,2821.045455
G3|FOR|I,70328.000000,20,3516.400000
AA|PLS|L,126286.000000,119,1061.226891
AMQ|PHL|D,1141.000000,2,570.500000
WN|ABQ|D,386028.000000,507,761.396450
7H|TYS|D,542.000000,2,271.000000
WN|LAX|D,915816.000000,882,1038.340136
ZW|CLL|D,2079.000000,3,693.000000
WN|MKE|D,438093.000000,516,849.017442
G7|CLE|D,3908.000000,10,390.800000
WN|BNA|D,1545107.000000,1978,781.146107
9X|XXS|D,413.000000,1,413.000000
WN|BUR|D,200540.000000,230,871.913043
LP|RSW|I,104.000000,1,104.000000
AA|HOU|D,805.000000,2,402.500000
WN|PHX|L,105921.000000,92,1151.315217
WN|SLC|D,474056.000000,560,846.528571
WN|MSP|D,324956.000000,380,855.147368
3FQ|TRM|D,2626.000000,1,2626.000000
WN|LBB|D,83863.000000,170,493.311765
NC|POS|I,19464.000000,12,1622.000000
WN|TPA|D,1126869.000000,1218,925.179803
09Q|IAD|D,10246.000000,18,569.222222
WN|DCA|D,506662.000000,620,817.196774
WN|MCO|L,129739.000000,144,900.965278
WN|OMA|D,317765.000000,410,775.036585
4Y|MSP|I,4392.000000,1,4392.000000
WN|PVR|L,102491.000000,99,1035.262626
WN|JAX|D,215579.000000,308,699.931818
5V|NLU|D,537.000000,1,537.000000
KLQ|DRT|D,3157.000000,4,789.250000
X9|ATL|D,3725.000000,3,1241.666667
IFQ|CUN|I,2119.000000,1,2119.000000
WN|FAT|D,48359.000000,84,575.702381
WN|SNA|D,83865.000000,134,625.858209
WN|ICT|D,88823.000000,135,657.948148
X9|BFI|I,11538.000000,3,3846.000000
WN|CRP|D,8905.000000,45,197.888889
WN|SAT|D,549814.000000,683,804.998536
GCA|MDT|D,19648.000000,18,1091.555556
JCO|OPF|I,26150.000000,7,3735.714286
GV|PTU|D,655.000000,6,109.166667
IB|SFO|I,141714.000000,24,5904.750000
5V|LRD|I,14839.000000,29,511.689655
WN|FAY|D,61.000000,1,61.000000
NLQ|AGS|I,722.000000,1,722.000000
KAH|HWD|D,1458.000000,2,729.000000
WN|IND|D,503237.000000,581,866.156627
SY|LEX|D,6009.000000,11,546.272727
3EQ|HOU|D,9087.000000,5,1817.400000
WN|RSW|D,501096.000000,530,945.464151
WN|EUG|D,85590.000000,138,620.217391
WN|RIC|D,106546.000000,164,649.670732
X9|BNA|D,1974.000000,3,658.000000
B6|DEN|D,115923.000000,73,1587.986301
WN|ALB|D,175802.000000,188,935.117021
WN|SYR|D,39778.000000,55,723.236364
AS|BZN|D,31291.000000,58,539.500000
DL|ATL|P,168420.000000,24,7017.500000
WN|CHS|D,202836.000000,251,808.111554
N3|IAH|I,14484.000000,12,1207.000000
UA|IDA|D,914.000000,6,152.333333
WN|HOU|L,272754.000000,245,1113.281633
WN|ATL|D,906153.000000,1392,650.971983
AA|MSP|D,159582.000000,167,955.580838
MX|PHX|D,66926.000000,51,1312.274510
B6|TQO|L,19074.000000,13,1467.230769
WN|DEN|D,2693499.000000,2777,969.931221
ABX|LBB|D,1906.000000,2,953.000000
VC|ANC|D,25482.000000,46,553.956522
WN|LIR|L,144958.000000,79,1834.911392
AA|BCN|A,250952.000000,57,4402.666667
OH|ECP|D,30942.000000,51,606.705882
G4|LYH|D,5136.000000,7,733.714286
WN|SFO|D,212566.000000,252,843.515873
WN|TPA|L,10314.000000,28,368.357143
GCQ|LBG|I,11665.000000,3,3888.333333
WN|HOB|D,1030.000000,2,515.000000
WN|BOS|D,215040.000000,209,1028.899522
U7|HUF|D,276.000000,1,276.000000
GCA|SKA|D,1411.000000,1,1411.000000
WN|BZE|L,75110.000000,58,1295.000000
WN|SHV|D,270.000000,1,270.000000
WN|MEM|D,178626.000000,295,605.511864
M6|RMS|L,3969.000000,1,3969.000000
WN|PVU|D,41.000000,1,41.000000
UA|CMI|D,402.000000,1,402.000000
WN|MYR|D,100359.000000,158,635.183544
WN|HSV|D,206.000000,2,103.000000
04Q|PSE|D,47.000000,1,47.000000
B6|PUJ|L,175876.000000,142,1238.563380
OO|SFB|D,980.000000,1,980.000000
UA|CHC|P,39398.000000,6,6566.333333
DL|LGB|D,49087.000000,54,909.018519
VB|CVG|I,24738.000000,20,1236.900000
5X|YYZ|D,5952.000000,12,496.000000
WN|BZN|D,74495.000000,97,767.989691
0Q|BGR|I,8570.000000,4,2142.500000
WN|BDL|D,206431.000000,232,889.788793
WN|SJD|L,246126.000000,224,1098.776786
WN|DAL|L,1302.000000,2,651.000000
GCA|LAR|D,1003.000000,1,1003.000000
GCA|BUF|D,4610.000000,17,271.176471
WN|BWI|L,328502.000000,210,1564.295238
M6|SJO|L,1117.000000,1,1117.000000
09Q|PIA|D,1588.000000,2,794.000000
G4|LSE|D,785.000000,1,785.000000
FX|SHV|D,12759.000000,50,255.180000
AA|BOS|D,415176.000000,412,1007.708738
8C|BNA|D,6162.000000,8,770.250000
WN|LAS|D,2271221.000000,2194,1035.196445
G3|MAO|I,19580.000000,8,2447.500000
WN|MTJ|L,196.000000,1,196.000000
IWQ|BCT|I,378.000000,2,189.000000
KLQ|IAH|D,3578.000000,3,1192.666667
NLQ|YZF|I,2306.000000,2,1153.000000
WN|FLL|L,51605.000000,94,548.989362
04Q|PBG|D,291.000000,1,291.000000
DL|SXM|L,42664.000000,25,1706.560000
WN|BHM|L,134.000000,1,134.000000
KAQ|MLB|D,160.000000,1,160.000000
B6|GSO|D,4725.000000,5,945.000000
WN|CLT|D,158352.000000,233,679.622318
WN|RDG|D,2634.000000,3,878.000000
SVW|SNN|I,5122.000000,1,5122.000000
N8|MAO|I,4804.000000,2,2402.000000
WN|MBJ|L,161866.000000,135,1199.007407
TK|NLU|I,8896.000000,12,741.333333
SK|EWR|I,180251.000000,47,3835.127660
BF|EWR|I,62034.000000,17,3649.058824
WN|IAD|L,180.000000,4,45.000000
WN|CYS|D,90.000000,1,90.000000
AN|ROW|D,68.000000,1,68.000000
WN|AUA|L,84447.000000,54,1563.833333
09Q|SKF|D,937.000000,2,468.500000
6F|KOT|D,10159.000000,119,85.369748
09Q|ALB|D,145.000000,1,145.000000
WL|CKB|D,2466.000000,3,822.000000
JRQ|UNK|D,1192.000000,4,298.000000
09Q|BOI|D,1953.000000,2,976.500000
09Q|DHN|D,953.000000,2,476.500000
LA|FLL|I,21.000000,1,21.000000
09Q|DSM|D,3128.000000,5,625.600000
09Q|MKC|D,6858.000000,10,685.800000
OO|VLD|D,832.000000,4,208.000000
5D|SLC|I,3965.000000,3,1321.666667
09Q|MQY|D,825.000000,1,825.000000
09Q|NZY|D,1518.000000,2,759.000000
09Q|ABI|D,809.000000,2,404.500000
09Q|AZA|D,177.000000,1,177.000000
AA|ICT|D,14146.000000,39,362.717949
F9|GRB|D,25529.000000,25,1021.160000
09Q|PIE|D,782.000000,1,782.000000
15Q|MSY|I,2285.000000,1,2285.000000
G7|DAY|D,4467.000000,15,297.800000
2K|MCO|I,27622.000000,14,1973.000000
UA|ONT|D,95247.000000,132,721.568182
L7|ZAZ|I,14696.000000,4,3674.000000
KH|OGG|D,5624.000000,45,124.977778
1HQ|TEB|I,26764.000000,8,3345.500000
SY|CLT|L,5126.000000,5,1025.200000
5X|FWA|D,1001.000000,13,77.000000
WL|PBI|D,1950.000000,2,975.000000
MX|SNA|D,61728.000000,61,1011.934426
MX|PBI|D,26687.000000,36,741.305556
UA|FOE|D,3608.000000,5,721.600000
DL|GUA|L,46201.000000,27,1711.148148
MX|BTV|D,42571.000000,40,1064.275000
KLQ|MEX|I,558.000000,1,558.000000
7H|FLG|D,213.000000,1,213.000000
7H|STL|D,872.000000,1,872.000000
E9|MCI|I,4603.000000,1,4603.000000
MX|PAE|D,2397.000000,1,2397.000000
MX|DLH|D,144.000000,1,144.000000
AS|PAE|D,165641.000000,144,1150.284722
FX|ICT|D,13442.000000,32,420.062500
MX|SPI|D,23877.000000,26,918.346154
G4|RFD|D,129875.000000,113,1149.336283
SY|BGR|D,622.000000,2,311.000000
MX|AVP|D,25794.000000,28,921.214286
BQJ|BNE|I,4683.000000,1,4683.000000
MX|MGM|D,2053.000000,1,2053.000000
MX|PUW|D,2874.000000,3,958.000000
VJT|GRU|I,50627.000000,10,5062.700000
VJT|CHO|I,2875.000000,1,2875.000000
MX|AMA|D,955.000000,1,955.000000
MX|SJC|D,585.000000,1,585.000000
WN|RDU|D,402148.000000,498,807.526104
KLQ|OGD|D,2260.000000,2,1130.000000
AA|PNS|D,60507.000000,104,581.798077
FX|SJT|D,2601.000000,15,173.400000
KZ|DFW|I,87116.000000,28,3111.285714
L2|PHX|I,1573.000000,3,524.333333
MX|ABI|D,1679.000000,1,1679.000000
3FQ|ECP|I,979.000000,1,979.000000
VJT|SZG|I,18264.000000,4,4566.000000
WL|SDF|D,1204.000000,3,401.333333
WL|MKC|D,940.000000,2,470.000000
ABX|ATL|D,14573.000000,37,393.864865
WL|TPA|D,1428.000000,8,178.500000
0BQ|HAM|I,5536.000000,1,5536.000000
AC|SLC|I,16081.000000,18,893.388889
WL|CLT|D,257.000000,1,257.000000
WL|BTR|D,1783.000000,4,445.750000
WL|EWR|D,3929.000000,5,785.800000
WL|MDW|D,1106.000000,2,553.000000
FX|CDC|D,2808.000000,15,187.200000
WL|CMH|D,974.000000,2,487.000000
8E|PIZ|D,2472.000000,10,247.200000
WL|MIA|I,47821.000000,104,459.817308
XP|ONT|D,5355.000000,5,1071.000000
WL|BNA|D,1006.000000,2,503.000000
9X|HNM|D,1419.000000,32,44.343750
JWQ|JFK|I,3631.000000,1,3631.000000
WL|MLU|D,643.000000,1,643.000000
3FQ|TTN|D,3291.000000,3,1097.000000
AS|OKC|D,67011.000000,45,1489.133333
7H|EAU|D,334.000000,2,167.000000
SY|PUJ|L,30942.000000,16,1933.875000
WL|PDX|D,834.000000,1,834.000000
2NQ|ACK|D,390.000000,4,97.500000
WL|LBB|D,926.000000,1,926.000000
VJT|CAE|I,4078.000000,1,4078.000000
WL|BGR|D,1459.000000,1,1459.000000
AN|RDU|D,2235.000000,1,2235.000000
WL|BGR|I,2212.000000,1,2212.000000
WL|KEF|I,2212.000000,1,2212.000000
C5|GSO|D,1124.000000,6,187.333333
27Q|PVU|D,1597.000000,3,532.333333
WL|PAP|I,3565.000000,5,713.000000
U7|YHM|I,2496.000000,6,416.000000
7S|KGK|D,82.000000,1,82.000000
WL|NBW|I,519.000000,1,519.000000
OZ|DFW|I,19920.000000,12,1660.000000
WL|IND|D,1236.000000,2,618.000000
WL|CVG|D,507.000000,1,507.000000
5Y|NZY|I,6104.000000,1,6104.000000
WL|FAR|D,1233.000000,1,1233.000000
AA|PEI|L,14740.000000,10,1474.000000
SY|PGV|D,7220.000000,14,515.714286
VJT|GOT|I,5369.000000,1,5369.000000
WL|SLN|D,1276.000000,1,1276.000000
VJT|YYC|I,8329.000000,8,1041.125000
WL|EUG|D,748.000000,1,748.000000
KAQ|LEJ|I,26712.000000,6,4452.000000
WL|SAN|D,1226.000000,1,1226.000000
VJT|DWC|I,20580.000000,3,6860.000000
UA|CHS|D,196094.000000,241,813.668050
WL|CUR|I,2384.000000,2,1192.000000
GFQ|EWR|D,594.000000,1,594.000000
3EQ|PGO|D,323.000000,1,323.000000
09Q|OFF|D,1773.000000,2,886.500000
09Q|COS|D,493.000000,1,493.000000
U7|DPA|D,2585.000000,2,1292.500000
AN|PSP|D,1128.000000,5,225.600000
4Y|TPA|I,58435.000000,14,4173.928571
BCQ|YZF|I,3459.000000,3,1153.000000
GCA|BGI|I,3791.000000,3,1263.666667
09Q|ROC|D,5060.000000,12,421.666667
DHQ|EZE|I,4406.000000,1,4406.000000
09Q|LFI|D,1744.000000,1,1744.000000
AV|MDE|I,75370.000000,47,1603.617021
LDQ|GVA|I,5268.000000,1,5268.000000
UA|DFW|L,1730.000000,4,432.500000
XP|HPN|D,5894.000000,10,589.400000
G4|FNT|D,121132.000000,108,1121.592593
XP|ROA|D,919.000000,3,306.333333
SY|OAJ|D,1800.000000,5,360.000000
0QQ|TEB|I,3318.000000,1,3318.000000
XP|LAX|D,12148.000000,9,1349.777778
MX|GPT|D,24372.000000,26,937.384615
XP|ROC|D,17178.000000,30,572.600000
G4|MIE|D,1516.000000,2,758.000000
SY|BIS|D,13062.000000,19,687.473684
XP|CVG|D,3091.000000,6,515.166667
VJT|SAF|I,4904.000000,2,2452.000000
XP|SAN|D,1138.000000,3,379.333333
3AQ|GKN|D,2237.000000,23,97.260870
KLQ|IAH|I,728.000000,1,728.000000
I4|SIT|D,3533.000000,27,130.851852
XP|BDL|D,15136.000000,19,796.631579
XP|PIT|D,926.000000,2,463.000000
XP|DAY|D,1162.000000,2,581.000000
GU|LAX|I,19746.000000,9,2194.000000
XP|ALB|D,11551.000000,19,607.947368
XP|BFI|D,871.000000,1,871.000000
G4|BIS|D,97970.000000,73,1342.054795
XP|MSP|D,2164.000000,2,1082.000000
KD|DNA|I,15277.000000,3,5092.333333
XP|BED|D,9011.000000,10,901.100000
XP|GNV|D,2482.000000,4,620.500000
XP|SDF|D,2417.000000,4,604.250000
L2|LUR|D,874.000000,2,437.000000
XP|MSN|D,4002.000000,3,1334.000000
KLQ|YIP|D,61742.000000,85,726.376471
KL|AMS|I,1832253.000000,406,4512.938424
XP|EUG|D,22011.000000,23,957.000000
XP|SYR|D,4631.000000,9,514.555556
XP|TUS|D,5067.000000,3,1689.000000
XP|BNA|D,23275.000000,35,665.000000
MQ|MYR|D,18825.000000,24,784.375000
XP|IAD|D,6800.000000,17,400.000000
XP|BTV|D,663.000000,1,663.000000
UA|DFW|P,224.000000,1,224.000000
XP|ATL|D,15484.000000,22,703.818182
OH|TYS|D,38807.000000,86,451.244186
8V|BRW|D,32285.000000,177,182.401130
G4|MDT|D,92982.000000,114,815.631579
G4|BOI|D,30817.000000,47,655.680851
CZ|SZX|I,93276.000000,12,7773.000000
NC|ANC|I,506.000000,2,253.000000
DL|COU|D,913.000000,2,456.500000
AA|MIA|D,2216118.000000,1934,1145.872802
QFX|YYZ|I,1225.000000,1,1225.000000
QFX|GFK|I,1230.000000,1,1230.000000
AA|COS|D,16484.000000,34,484.823529
UA|RTB|L,44692.000000,33,1354.303030
B6|GEO|L,43552.000000,18,2419.555556
UA|SJC|D,253528.000000,184,1377.869565
NK|BOS|D,465206.000000,478,973.234310
07Q|YEG|I,27498.000000,22,1249.909091
U7|DTW|D,4782.000000,12,398.500000
AA|DEL|A,138010.000000,19,7263.684211
U7|BQK|D,2298.000000,5,459.600000
04Q|ALB|D,8435.000000,44,191.704545
7H|PHL|D,3822.000000,9,424.666667
36Q|PBI|I,14265.000000,7,2037.857143
U7|YQG|I,183.000000,7,26.142857
3S|HKG|I,150177.000000,22,6826.227273
G4|MSO|D,41305.000000,48,860.520833
U7|LEX|D,1563.000000,4,390.750000
U7|GYY|D,5345.000000,9,593.888889
U7|PIT|D,210.000000,1,210.000000
GCA|ZIH|I,1098.000000,1,1098.000000
U7|GRB|D,279.000000,1,279.000000
4W|CXF|D,6006.000000,46,130.565217
U7|ROC|D,7774.000000,7,1110.571429
KAQ|CGO|D,48004.000000,11,4364.000000
U7|SLP|I,4156.000000,10,415.600000
U7|YMX|I,1019.000000,2,509.500000
SVW|BBU|I,4964.000000,1,4964.000000
8E|DRG|D,5976.000000,79,75.645570
U7|NLU|I,537.000000,1,537.000000
G3|GRU|I,4255.000000,1,4255.000000
DL|PSM|D,47.000000,1,47.000000
F9|DFW|D,1019419.000000,1001,1018.400599
U7|AFW|I,15001.000000,20,750.050000
27Q|BZZ|I,3344.000000,1,3344.000000
U7|LAX|D,715.000000,1,715.000000
U7|TUL|D,3132.000000,3,1044.000000
XP|FLL|D,47584.000000,51,933.019608
DL|SEA|D,1562339.000000,1056,1479.487689
U7|SFB|D,937.000000,2,468.500000
U7|CHS|D,5852.000000,4,1463.000000
XP|DAB|D,20595.000000,23,895.434783
FX|RKS|D,1932.000000,12,161.000000
U7|MCI|I,1015.000000,1,1015.000000
13Q|FWA|I,340.000000,1,340.000000
U7|STL|I,1099.000000,1,1099.000000
U7|FLL|D,1137.000000,1,1137.000000
AN|MKC|D,1257.000000,1,1257.000000
U7|MQY|I,6389.000000,5,1277.800000
GCA|MDW|I,433.000000,1,433.000000
AS|TCM|D,23.000000,1,23.000000
GEQ|NHT|I,3677.000000,1,3677.000000
U7|OGD|D,4477.000000,3,1492.333333
KAT|ENA|D,230.000000,1,230.000000
U7|YVR|I,1484.000000,1,1484.000000
GCA|OAJ|D,718.000000,1,718.000000
U7|BFI|D,1850.000000,1,1850.000000
