CARRIER|ORIGIN|REGION,PASSENGERS_Sum,PASSENGERS_Count,PASSENGERS_Mean,SEATS_Sum,SEATS_Count,SEATS_Mean,DEPARTURES_PERFORMED_Sum,DEPARTURES_PERFORMED_Count,DEPARTURES_PERFORMED_Mean
OO|PNS|D,9673.000000,25,386.920000,11890.000000,25,475.600000,182.000000,25,7.280000
OO|PRC|D,25277.000000,32,789.906250,36950.000000,32,1154.687500,739.000000,32,23.093750
OO|PSC|D,264012.000000,92,2869.695652,308096.000000,92,3348.869565,4172.000000,92,45.347826
OO|PSP|D,324338.000000,195,1663.271795,405119.000000,195,2077.533333,5559.000000,195,28.507692
OO|PUB|D,0.000000,3,0.000000,216.000000,3,72.000000,3.000000,3,1.000000
OO|PVD|D,36085.000000,32,1127.656250,42583.000000,32,1330.718750,575.000000,32,17.968750
OO|PVR|L,4600.000000,6,766.666667,5016.000000,6,836.000000,66.000000,6,11.000000
OO|PVU|D,13546.000000,18,752.555556,20697.000000,18,1149.833333,318.000000,18,17.666667
OO|PWM|D,28638.000000,22,1301.727273,32438.000000,22,1474.454545,442.000000,22,20.090909
OO|RAP|D,120228.000000,90,1335.866667,146937.000000,90,1632.633333,2171.000000,90,24.122222
OO|RDD|D,77878.000000,72,1081.638889,98414.000000,72,1366.861111,1500.000000,72,20.833333
OO|RDM|D,216128.000000,103,2098.330097,273774.000000,103,2658.000000,3786.000000,103,36.757282
OO|RDU|D,60431.000000,49,1233.285714,77788.000000,49,1587.510204,1045.000000,49,21.326531
OO|RFD|D,62.000000,2,31.000000,126.000000,2,63.000000,2.000000,2,1.000000
OO|RHI|D,24804.000000,28,885.857143,53515.000000,28,1911.250000,826.000000,28,29.500000
OO|RIC|D,44916.000000,33,1361.090909,51234.000000,33,1552.545455,694.000000,33,21.030303
OO|RIW|D,21624.000000,23,940.173913,31410.000000,23,1365.652174,627.000000,23,27.260870
OO|RKS|D,21564.000000,18,1198.000000,31500.000000,18,1750.000000,630.000000,18,35.000000
OO|RNO|D,260876.000000,123,2120.943089,311129.000000,123,2529.504065,4304.000000,123,34.991870
OO|ROA|D,44188.000000,40,1104.700000,53927.000000,40,1348.175000,751.000000,40,18.775000
OO|ROC|D,34041.000000,26,1309.269231,38102.000000,26,1465.461538,524.000000,26,20.153846
OO|ROW|D,39160.000000,45,870.222222,53280.000000,45,1184.000000,825.000000,45,18.333333
OO|RST|D,40518.000000,37,1095.081081,62117.000000,37,1678.837838,835.000000,37,22.567568
OO|RSW|D,0.000000,1,0.000000,76.000000,1,76.000000,1.000000,1,1.000000
OO|SAF|D,154659.000000,69,2241.434783,189267.000000,69,2743.000000,2839.000000,69,41.144928
OO|SAN|D,756969.000000,238,3180.542017,925884.000000,238,3890.268908,12327.000000,238,51.794118
OO|SAT|D,63220.000000,75,842.933333,79540.000000,75,1060.533333,1064.000000,75,14.186667
OO|SAV|D,24678.000000,21,1175.142857,29026.000000,21,1382.190476,389.000000,21,18.523810
OO|SBA|D,93611.000000,76,1231.723684,126350.000000,76,1662.500000,1771.000000,76,23.302632
OO|SBN|D,243139.000000,200,1215.695000,295648.000000,200,1478.240000,4722.000000,200,23.610000
OO|SBP|D,208677.000000,139,1501.273381,281538.000000,139,2025.453237,3858.000000,139,27.755396
OO|SCE|D,25564.000000,33,774.666667,30232.000000,33,916.121212,559.000000,33,16.939394
OO|SDF|D,110310.000000,95,1161.157895,136840.000000,95,1440.421053,1915.000000,95,20.157895
OO|SEA|D,1779965.000000,444,4008.930180,2225781.000000,444,5013.020270,30408.000000,444,68.486486
OO|SFB|D,0.000000,1,0.000000,65.000000,1,65.000000,1.000000,1,1.000000
OO|SFO|D,1884140.000000,718,2624.150418,2320712.000000,718,3232.189415,31730.000000,718,44.192201
OO|SFO|L,6089.000000,3,2029.666667,9148.000000,3,3049.333333,121.000000,3,40.333333
OO|SGF|D,125981.000000,103,1223.116505,144637.000000,103,1404.242718,2494.000000,103,24.213592
OO|SGU|D,159740.000000,118,1353.728814,202974.000000,118,1720.118644,3065.000000,118,25.974576
OO|SHR|D,29459.000000,21,1402.809524,36500.000000,21,1738.095238,730.000000,21,34.761905
OO|SHV|D,34419.000000,42,819.500000,43316.000000,42,1031.333333,627.000000,42,14.928571
OO|SIT|D,4171.000000,4,1042.750000,6840.000000,4,1710.000000,90.000000,4,22.500000
OO|SJC|D,527969.000000,178,2966.117978,638517.000000,178,3587.174157,8700.000000,178,48.876404
OO|SJC|L,6909.000000,5,1381.800000,7752.000000,5,1550.400000,102.000000,5,20.400000
OO|SJD|L,12815.000000,11,1165.000000,14212.000000,11,1292.000000,187.000000,11,17.000000
OO|SJT|D,16416.000000,15,1094.400000,23790.000000,15,1586.000000,366.000000,15,24.400000
OO|SJU|D,0.000000,2,0.000000,356.000000,2,178.000000,5.000000,2,2.500000
OO|SLC|D,1916118.000000,1039,1844.194418,2409408.000000,1039,2318.968239,33563.000000,1039,32.303176
OO|SLN|D,20185.000000,46,438.804348,36130.000000,46,785.434783,721.000000,46,15.673913
OO|SLP|L,17381.000000,8,2172.625000,20274.000000,8,2534.250000,267.000000,8,33.375000
OO|SMF|D,506979.000000,186,2725.693548,623633.000000,186,3352.865591,8698.000000,186,46.763441
OO|SNA|D,257486.000000,77,3343.974026,304266.000000,77,3951.506494,4035.000000,77,52.402597
OO|SPI|D,0.000000,1,0.000000,70.000000,1,70.000000,1.000000,1,1.000000
OO|SPS|D,24381.000000,24,1015.875000,40950.000000,24,1706.250000,630.000000,24,26.250000
OO|SRQ|D,2843.000000,10,284.300000,3864.000000,10,386.400000,51.000000,10,5.100000
OO|STL|D,34287.000000,73,469.684932,42208.000000,73,578.191781,590.000000,73,8.082192
OO|STS|D,178907.000000,95,1883.231579,223007.000000,95,2347.442105,2955.000000,95,31.105263
OO|SUN|D,104289.000000,66,1580.136364,140450.000000,66,2128.030303,2006.000000,66,30.393939
OO|SUX|D,27332.000000,39,700.820513,36716.000000,39,941.435897,733.000000,39,18.794872
OO|SWO|D,25955.000000,17,1526.764706,36970.000000,17,2174.705882,569.000000,17,33.470588
OO|SYR|D,71337.000000,72,990.791667,83816.000000,72,1164.111111,1136.000000,72,15.777778
OO|TIJ|L,12263.000000,12,1021.916667,21267.000000,12,1772.250000,293.000000,12,24.416667
OO|TLH|D,62.000000,2,31.000000,141.000000,2,70.500000,2.000000,2,1.000000
OO|TRI|D,9422.000000,9,1046.888889,10805.000000,9,1200.555556,146.000000,9,16.222222
OO|TUL|D,203833.000000,153,1332.241830,250194.000000,153,1635.254902,3539.000000,153,23.130719
OO|TUS|D,481748.000000,268,1797.567164,580507.000000,268,2166.070896,8195.000000,268,30.578358
OO|TVC|D,68466.000000,59,1160.440678,79919.000000,59,1354.559322,1182.000000,59,20.033898
OO|TWF|D,31860.000000,30,1062.000000,50651.000000,30,1688.366667,708.000000,30,23.600000
OO|TXK|D,14082.000000,16,880.125000,19045.000000,16,1190.312500,293.000000,16,18.312500
OO|TYR|D,41684.000000,30,1389.466667,59150.000000,30,1971.666667,910.000000,30,30.333333
OO|TYS|D,91783.000000,72,1274.763889,103460.000000,72,1436.944444,1585.000000,72,22.013889
OO|VCT|D,14007.000000,17,823.941176,31520.000000,17,1854.117647,630.000000,17,37.058824
OO|VEL|D,1097.000000,1,1097.000000,2600.000000,1,2600.000000,52.000000,1,52.000000
OO|VLD|D,3635.000000,4,908.750000,4535.000000,4,1133.750000,60.000000,4,15.000000
OO|VRB|D,0.000000,1,0.000000,50.000000,1,50.000000,1.000000,1,1.000000
OO|WYS|D,9565.000000,19,503.421053,18817.000000,19,990.368421,310.000000,19,16.315789
OO|XNA|D,145733.000000,112,1301.187500,176375.000000,112,1574.776786,2410.000000,112,21.517857
OO|XWA|D,95887.000000,86,1114.965116,121811.000000,86,1416.406977,1983.000000,86,23.058140
OO|YEG|D,27967.000000,11,2542.454545,31504.000000,11,2864.000000,415.000000,11,37.727273
OO|YLW|D,7192.000000,6,1198.666667,9120.000000,6,1520.000000,120.000000,6,20.000000
OO|YOW|D,9342.000000,3,3114.000000,10140.000000,3,3380.000000,138.000000,3,46.000000
OO|YQY|D,0.000000,1,0.000000,50.000000,1,50.000000,1.000000,1,1.000000
OO|YUL|D,24488.000000,17,1440.470588,28572.000000,17,1680.705882,384.000000,17,22.588235
OO|YUM|D,52485.000000,49,1071.122449,77314.000000,49,1577.836735,1160.000000,49,23.673469
OO|YVR|D,185712.000000,38,4887.157895,223674.000000,38,5886.157895,3090.000000,38,81.315789
OO|YWG|D,72779.000000,33,2205.424242,83466.000000,33,2529.272727,1115.000000,33,33.787879
OO|YYC|D,49833.000000,17,2931.352941,56980.000000,17,3351.764706,753.000000,17,44.294118
OO|YYJ|D,63359.000000,12,5279.916667,84892.000000,12,7074.333333,1117.000000,12,93.083333
OO|YYZ|D,102783.000000,45,2284.066667,122903.000000,45,2731.177778,1638.000000,45,36.400000
OO|ZIH|L,5192.000000,16,324.500000,6454.000000,16,403.375000,85.000000,16,5.312500
OO|ZLO|L,8443.000000,21,402.047619,10404.000000,21,495.428571,139.000000,21,6.619048
OS|EWR|I,85495.000000,12,7124.583333,96089.000000,12,8007.416667,342.000000,12,28.500000
OS|IAD|I,60201.000000,13,4630.846154,80161.000000,13,6166.230769,314.000000,13,24.153846
OS|JFK|I,55777.000000,14,3984.071429,69137.000000,14,4938.357143,238.000000,14,17.000000
OS|ORD|I,73359.000000,13,5643.000000,90771.000000,13,6982.384615,282.000000,13,21.692308
OS|VIE|I,271010.000000,51,5313.921569,331504.000000,51,6500.078431,1163.000000,51,22.803922
OZ|ANC|I,0.000000,36,0.000000,0.000000,36,0.000000,835.000000,36,23.194444
OZ|ATL|I,0.000000,13,0.000000,0.000000,13,0.000000,170.000000,13,13.076923
OZ|DFW|I,0.000000,12,0.000000,0.000000,12,0.000000,419.000000,12,34.916667
OZ|HNL|I,65167.000000,12,5430.583333,78300.000000,12,6525.000000,261.000000,12,21.750000
OZ|ICN|I,733840.000000,115,6381.217391,826734.000000,115,7188.991304,2962.000000,115,25.756522
OZ|JFK|I,142062.000000,23,6176.608696,173538.000000,23,7545.130435,661.000000,23,28.739130
OZ|LAX|I,290756.000000,53,5485.962264,345781.000000,53,6524.169811,1409.000000,53,26.584906
OZ|ORD|I,0.000000,45,0.000000,0.000000,45,0.000000,998.000000,45,22.177778
OZ|SEA|I,92735.000000,27,3434.629630,103874.000000,27,3847.185185,524.000000,27,19.407407
OZ|SFO|I,105973.000000,31,3418.483871,118802.000000,31,3832.322581,597.000000,31,19.258065
OZ|SPN|I,11789.000000,8,1473.625000,14768.000000,8,1846.000000,62.000000,8,7.750000
PAF|DIO|D,199.000000,13,15.307692,486.000000,13,37.384615,54.000000,13,4.153846
PAF|OME|D,244.000000,13,18.769231,486.000000,13,37.384615,54.000000,13,4.153846
PD|BOS|I,9792.000000,2,4896.000000,23064.000000,2,11532.000000,186.000000,2,93.000000
PD|EWR|I,20832.000000,2,10416.000000,42036.000000,2,21018.000000,339.000000,2,169.500000
PD|FLL|I,65626.000000,20,3281.300000,80304.000000,20,4015.200000,634.000000,20,31.700000
PD|IAD|I,3273.000000,1,3273.000000,6944.000000,1,6944.000000,56.000000,1,56.000000
PD|LAS|I,46739.000000,13,3595.307692,56984.000000,13,4383.384615,448.000000,13,34.461538
PD|LAX|I,50603.000000,15,3373.533333,58240.000000,15,3882.666667,462.000000,15,30.800000
PD|MCO|I,79201.000000,23,3443.521739,91928.000000,23,3996.869565,730.000000,23,31.739130
PD|MDW|I,4292.000000,1,4292.000000,10540.000000,1,10540.000000,85.000000,1,85.000000
PD|MIA|I,14059.000000,6,2343.166667,18788.000000,6,3131.333333,149.000000,6,24.833333
PD|PBI|I,2134.000000,2,1067.000000,4356.000000,2,2178.000000,33.000000,2,16.500000
PD|PHX|I,8754.000000,3,2918.000000,11648.000000,3,3882.666667,90.000000,3,30.000000
PD|PSP|I,654.000000,1,654.000000,1188.000000,1,1188.000000,9.000000,1,9.000000
PD|RSW|I,23537.000000,11,2139.727273,29788.000000,11,2708.000000,233.000000,11,21.181818
PD|SAN|I,1299.000000,1,1299.000000,1716.000000,1,1716.000000,13.000000,1,13.000000
PD|SFO|I,34778.000000,14,2484.142857,41904.000000,14,2993.142857,334.000000,14,23.857143
PD|TPA|I,21915.000000,11,1992.272727,28756.000000,11,2614.181818,225.000000,11,20.454545
PD|YHZ|I,3468.000000,2,1734.000000,4620.000000,2,2310.000000,35.000000,2,17.500000
PD|YOW|I,73720.000000,26,2835.384615,97932.000000,26,3766.615385,775.000000,26,29.807692
PD|YTZ|I,32835.000000,4,8208.750000,66588.000000,4,16647.000000,537.000000,4,134.250000
PD|YUL|I,15744.000000,12,1312.000000,21524.000000,12,1793.666667,167.000000,12,13.916667
PD|YYZ|I,276294.000000,81,3411.037037,320428.000000,81,3955.901235,2535.000000,81,31.296296
PFQ|CRK|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
PFQ|GGH|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
PFQ|GUM|I,0.000000,65,0.000000,0.000000,65,0.000000,480.000000,65,7.384615
PFQ|HKG|I,0.000000,5,0.000000,0.000000,5,0.000000,37.000000,5,7.400000
PFQ|HNL|I,0.000000,36,0.000000,0.000000,36,0.000000,333.000000,36,9.250000
PFQ|KOA|I,0.000000,3,0.000000,0.000000,3,0.000000,4.000000,3,1.333333
PFQ|KSA|I,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
PFQ|KWA|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
PFQ|LAX|I,0.000000,2,0.000000,0.000000,2,0.000000,8.000000,2,4.000000
PFQ|MAJ|I,0.000000,17,0.000000,0.000000,17,0.000000,131.000000,17,7.705882
PFQ|MNL|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
PFQ|PAE|I,0.000000,2,0.000000,0.000000,2,0.000000,3.000000,2,1.500000
PFQ|PNI|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
PFQ|PPG|I,0.000000,14,0.000000,0.000000,14,0.000000,59.000000,14,4.214286
PFQ|SEA|I,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
PFQ|SPN|I,0.000000,6,0.000000,0.000000,6,0.000000,22.000000,6,3.666667
PFQ|SYD|I,0.000000,2,0.000000,0.000000,2,0.000000,3.000000,2,1.500000
PFQ|TKK|I,0.000000,13,0.000000,0.000000,13,0.000000,101.000000,13,7.769231
PFQ|YAP|I,0.000000,12,0.000000,0.000000,12,0.000000,52.000000,12,4.333333
PO|AMA|P,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
PO|ANC|D,0.000000,34,0.000000,0.000000,34,0.000000,355.000000,34,10.441176
PO|ANC|P,0.000000,35,0.000000,0.000000,35,0.000000,247.000000,35,7.057143
PO|CVG|D,0.000000,39,0.000000,0.000000,39,0.000000,304.000000,39,7.794872
PO|CVG|P,0.000000,46,0.000000,0.000000,46,0.000000,519.000000,46,11.282609
PO|FAI|D,0.000000,2,0.000000,0.000000,2,0.000000,2.000000,2,1.000000
PO|GUS|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
PO|HKG|P,0.000000,34,0.000000,0.000000,34,0.000000,196.000000,34,5.764706
PO|ICN|P,0.000000,13,0.000000,0.000000,13,0.000000,76.000000,13,5.846154
PO|JFK|D,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
PO|JFK|P,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
PO|LAX|D,0.000000,27,0.000000,0.000000,27,0.000000,271.000000,27,10.037037
PO|LAX|P,0.000000,33,0.000000,0.000000,33,0.000000,221.000000,33,6.696970
PO|LEJ|P,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
PO|MIA|D,0.000000,2,0.000000,0.000000,2,0.000000,5.000000,2,2.500000
PO|MIA|P,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
PO|NGO|P,0.000000,6,0.000000,0.000000,6,0.000000,74.000000,6,12.333333
PO|NRT|P,0.000000,37,0.000000,0.000000,37,0.000000,341.000000,37,9.216216
PO|ORD|P,0.000000,1,0.000000,0.000000,1,0.000000,1.000000,1,1.000000
PO|PVG|P,0.000000,21,0.000000,0.000000,21,0.000000,300.000000,21,14.285714
PR|GUM|I,47224.000000,20,2361.200000,63098.000000,20,3154.900000,316.000000,20,15.800000
PR|HNL|I,55303.000000,11,5027.545455,76214.000000,11,6928.545455,242.000000,11,22.000000
PR|JFK|I,34975.000000,21,1665.476190,47145.000000,21,2245.000000,156.000000,21,7.428571
PR|LAX|I,199919.000000,19,10522.052632,238616.000000,19,12558.736842,652.000000,19,34.315789
PR|MNL|I,466948.000000,85,5493.505882,544871.000000,85,6410.247059,1686.000000,85,19.835294
PR|SEA|I,8112.000000,2,4056.000000,9643.000000,2,4821.500000,26.000000,2,13.000000
PR|SFO|I,96793.000000,14,6913.785714,116693.000000,14,8335.214286,315.000000,14,22.500000
PTQ|ALB|I,0.000000,1,0.000000,13.000000,1,13.000000,1.000000,1,1.000000
PTQ|BOS|I,1.000000,1,1.000000,9.000000,1,9.000000,1.000000,1,1.000000
PTQ|BWI|I,10.000000,2,5.000000,16.000000,2,8.000000,2.000000,2,1.000000
PTQ|EXT|I,1.000000,1,1.000000,12.000000,1,12.000000,1.000000,1,1.000000
PTQ|FAB|I,6.000000,2,3.000000,25.000000,2,12.500000,2.000000,2,1.000000
PTQ|FLL|I,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
PTQ|IAD|I,1.000000,1,1.000000,9.000000,1,9.000000,1.000000,1,1.000000
PTQ|LEE|I,3.000000,1,3.000000,10.000000,1,10.000000,1.000000,1,1.000000
PTQ|LEX|I,4.000000,2,2.000000,22.000000,2,11.000000,2.000000,2,1.000000
PTQ|LTN|I,26.000000,7,3.714286,78.000000,7,11.142857,8.000000,7,1.142857
PTQ|MAD|I,25.000000,4,6.250000,41.000000,4,10.250000,4.000000,4,1.000000
PTQ|MIA|I,2.000000,1,2.000000,12.000000,1,12.000000,1.000000,1,1.000000
PTQ|NAP|I,10.000000,1,10.000000,14.000000,1,14.000000,1.000000,1,1.000000
PTQ|NAS|I,1.000000,1,1.000000,12.000000,1,12.000000,1.000000,1,1.000000
PTQ|NCE|I,0.000000,1,0.000000,16.000000,1,16.000000,1.000000,1,1.000000
PTQ|OPF|I,23.000000,5,4.600000,67.000000,5,13.400000,5.000000,5,1.000000
PTQ|ORL|I,0.000000,1,0.000000,16.000000,1,16.000000,1.000000,1,1.000000
PTQ|PBI|I,0.000000,1,0.000000,13.000000,1,13.000000,1.000000,1,1.000000
PTQ|PSM|I,7.000000,1,7.000000,7.000000,1,7.000000,1.000000,1,1.000000
PTQ|TEB|I,34.000000,11,3.090909,125.000000,11,11.363636,11.000000,11,1.000000
PTQ|ZRH|I,2.000000,1,2.000000,14.000000,1,14.000000,1.000000,1,1.000000
PT|ABE|D,238.000000,3,79.333333,250.000000,3,83.333333,5.000000,3,1.666667
PT|AEX|D,45.000000,1,45.000000,50.000000,1,50.000000,1.000000,1,1.000000
PT|AGS|D,43427.000000,16,2714.187500,50800.000000,16,3175.000000,1016.000000,16,63.500000
PT|ALB|D,75911.000000,38,1997.657895,87450.000000,38,2301.315789,1749.000000,38,46.026316
PT|ALO|D,731.000000,2,365.500000,2650.000000,2,1325.000000,53.000000,2,26.500000
PT|ART|D,21188.000000,12,1765.666667,29800.000000,12,2483.333333,596.000000,12,49.666667
PT|AVL|D,35653.000000,25,1426.120000,42550.000000,25,1702.000000,851.000000,25,34.040000
PT|AVP|D,116.000000,3,38.666667,150.000000,3,50.000000,3.000000,3,1.000000
PT|AZO|D,28.000000,1,28.000000,50.000000,1,50.000000,1.000000,1,1.000000
PT|BDL|D,24421.000000,12,2035.083333,26500.000000,12,2208.333333,530.000000,12,44.166667
PT|BGR|D,24018.000000,10,2401.800000,25850.000000,10,2585.000000,517.000000,10,51.700000
PT|BHM|D,1483.000000,7,211.857143,1900.000000,7,271.428571,38.000000,7,5.428571
PT|BMI|D,1651.000000,1,1651.000000,2550.000000,1,2550.000000,51.000000,1,51.000000
PT|BNA|D,6895.000000,7,985.000000,8650.000000,7,1235.714286,173.000000,7,24.714286
PT|BOS|D,55676.000000,44,1265.363636,66750.000000,44,1517.045455,1335.000000,44,30.340909
PT|BTV|D,2622.000000,8,327.750000,3400.000000,8,425.000000,68.000000,8,8.500000
PT|BUF|D,30869.000000,19,1624.684211,34350.000000,19,1807.894737,687.000000,19,36.157895
PT|BWI|D,112.000000,3,37.333333,150.000000,3,50.000000,3.000000,3,1.000000
PT|CAE|D,78531.000000,19,4133.210526,88300.000000,19,4647.368421,1766.000000,19,92.947368
PT|CAK|D,116.000000,2,58.000000,150.000000,2,75.000000,3.000000,2,1.500000
PT|CHA|D,65356.000000,13,5027.384615,72850.000000,13,5603.846154,1457.000000,13,112.076923
PT|CHO|D,111354.000000,24,4639.750000,123150.000000,24,5131.250000,2463.000000,24,102.625000
PT|CHS|D,160.000000,5,32.000000,250.000000,5,50.000000,5.000000,5,1.000000
PT|CID|D,330.000000,3,110.000000,350.000000,3,116.666667,7.000000,3,2.333333
PT|CLE|D,23319.000000,17,1371.705882,26300.000000,17,1547.058824,526.000000,17,30.941176
PT|CLT|D,1384457.000000,403,3435.377171,1667549.000000,403,4137.838710,33351.000000,403,82.756824
PT|CMH|D,5978.000000,7,854.000000,6400.000000,7,914.285714,128.000000,7,18.285714
PT|CMI|D,931.000000,3,310.333333,1000.000000,3,333.333333,20.000000,3,6.666667
PT|CVG|D,13309.000000,17,782.882353,15150.000000,17,891.176471,303.000000,17,17.823529
PT|CWA|D,2523.000000,2,1261.500000,2900.000000,2,1450.000000,58.000000,2,29.000000
PT|DAB|D,96.000000,1,96.000000,100.000000,1,100.000000,2.000000,1,2.000000
PT|DAY|D,1406.000000,6,234.333333,1600.000000,6,266.666667,32.000000,6,5.333333
PT|DSM|D,7361.000000,12,613.416667,8600.000000,12,716.666667,172.000000,12,14.333333
PT|DTW|D,2724.000000,8,340.500000,2900.000000,8,362.500000,58.000000,8,7.250000
PT|ECP|D,48.000000,1,48.000000,50.000000,1,50.000000,1.000000,1,1.000000
PT|ERI|D,44881.000000,19,2362.157895,48850.000000,19,2571.052632,977.000000,19,51.421053
PT|EVV|D,39057.000000,15,2603.800000,52500.000000,15,3500.000000,1050.000000,15,70.000000
PT|EWN|D,75108.000000,16,4694.250000,94000.000000,16,5875.000000,1880.000000,16,117.500000
PT|FAY|D,66943.000000,20,3347.150000,78950.000000,20,3947.500000,1579.000000,20,78.950000
PT|FLO|D,24904.000000,13,1915.692308,41850.000000,13,3219.230769,837.000000,13,64.384615
PT|FNT|D,27.000000,1,27.000000,50.000000,1,50.000000,1.000000,1,1.000000
PT|FSD|D,2073.000000,3,691.000000,2250.000000,3,750.000000,45.000000,3,15.000000
PT|FWA|D,59035.000000,30,1967.833333,67000.000000,30,2233.333333,1340.000000,30,44.666667
PT|GNV|D,45525.000000,16,2845.312500,53600.000000,16,3350.000000,1072.000000,16,67.000000
PT|GPT|D,46.000000,1,46.000000,50.000000,1,50.000000,1.000000,1,1.000000
PT|GRR|D,26358.000000,21,1255.142857,29850.000000,21,1421.428571,597.000000,21,28.428571
PT|GSO|D,59843.000000,33,1813.424242,67200.000000,33,2036.363636,1344.000000,33,40.727273
PT|GSP|D,22020.000000,23,957.391304,24550.000000,23,1067.391304,491.000000,23,21.347826
PT|HSV|D,46132.000000,19,2428.000000,52800.000000,19,2778.947368,1056.000000,19,55.578947
PT|HTS|D,30876.000000,14,2205.428571,43700.000000,14,3121.428571,874.000000,14,62.428571
PT|ILM|D,33555.000000,24,1398.125000,38200.000000,24,1591.666667,764.000000,24,31.833333
PT|IND|D,1968.000000,6,328.000000,2100.000000,6,350.000000,42.000000,6,7.000000
PT|JAN|D,35711.000000,15,2380.733333,40600.000000,15,2706.666667,812.000000,15,54.133333
PT|LEX|D,1671.000000,6,278.500000,2350.000000,6,391.666667,47.000000,6,7.833333
PT|LSE|D,676.000000,3,225.333333,800.000000,3,266.666667,16.000000,3,5.333333
PT|LYH|D,80366.000000,26,3091.000000,95450.000000,26,3671.153846,1909.000000,26,73.423077
PT|MCI|D,474.000000,1,474.000000,500.000000,1,500.000000,10.000000,1,10.000000
PT|MDT|D,133836.000000,57,2348.000000,153100.000000,57,2685.964912,3062.000000,57,53.719298
PT|MEM|D,44.000000,1,44.000000,50.000000,1,50.000000,1.000000,1,1.000000
PT|MGM|D,32930.000000,18,1829.444444,36650.000000,18,2036.111111,733.000000,18,40.722222
PT|MHT|D,42511.000000,12,3542.583333,47650.000000,12,3970.833333,953.000000,12,79.416667
PT|MKE|D,4957.000000,9,550.777778,5500.000000,9,611.111111,110.000000,9,12.222222
PT|MOB|D,48077.000000,17,2828.058824,53350.000000,17,3138.235294,1067.000000,17,62.764706
PT|MSN|D,23829.000000,22,1083.136364,26500.000000,22,1204.545455,530.000000,22,24.090909
PT|MYR|D,26707.000000,16,1669.187500,29250.000000,16,1828.125000,585.000000,16,36.562500
PT|OAJ|D,39907.000000,16,2494.187500,48750.000000,16,3046.875000,975.000000,16,60.937500
PT|ORD|D,158876.000000,133,1194.556391,184794.000000,133,1389.428571,3696.000000,133,27.789474
PT|ORF|D,32378.000000,15,2158.533333,36300.000000,15,2420.000000,726.000000,15,48.400000
PT|PGV|D,39765.000000,16,2485.312500,50550.000000,16,3159.375000,1011.000000,16,63.187500
PT|PHF|D,67730.000000,18,3762.777778,81600.000000,18,4533.333333,1632.000000,18,90.666667
PT|PHL|D,883528.000000,418,2113.703349,1043100.000000,418,2495.454545,20862.000000,418,49.909091
PT|PIA|D,924.000000,1,924.000000,1100.000000,1,1100.000000,22.000000,1,22.000000
PT|PIT|D,8747.000000,14,624.785714,9750.000000,14,696.428571,195.000000,14,13.928571
PT|PNS|D,43.000000,1,43.000000,50.000000,1,50.000000,1.000000,1,1.000000
PT|PVD|D,11164.000000,10,1116.400000,12200.000000,10,1220.000000,244.000000,10,24.400000
PT|PWM|D,12758.000000,11,1159.818182,13700.000000,11,1245.454545,274.000000,11,24.909091
PT|RDU|D,256.000000,6,42.666667,300.000000,6,50.000000,6.000000,6,1.000000
PT|RIC|D,83374.000000,39,2137.794872,94000.000000,39,2410.256410,1880.000000,39,48.205128
PT|ROA|D,128189.000000,33,3884.515152,146600.000000,33,4442.424242,2932.000000,33,88.848485
PT|ROC|D,71505.000000,27,2648.333333,79350.000000,27,2938.888889,1587.000000,27,58.777778
PT|RST|D,4009.000000,7,572.714286,5150.000000,7,735.714286,103.000000,7,14.714286
PT|SAV|D,13499.000000,13,1038.384615,14300.000000,13,1100.000000,286.000000,13,22.000000
PT|SBY|D,60463.000000,33,1832.212121,91600.000000,33,2775.757576,1832.000000,33,55.515152
PT|SCE|D,43579.000000,14,3112.785714,50700.000000,14,3621.428571,1014.000000,14,72.428571
PT|SDF|D,16234.000000,16,1014.625000,19250.000000,16,1203.125000,385.000000,16,24.062500
PT|SPI|D,624.000000,2,312.000000,800.000000,2,400.000000,16.000000,2,8.000000
PT|STL|D,355.000000,1,355.000000,450.000000,1,450.000000,9.000000,1,9.000000
PT|SYR|D,52781.000000,38,1388.973684,58800.000000,38,1547.368421,1176.000000,38,30.947368
PT|TLH|D,27390.000000,13,2106.923077,35950.000000,13,2765.384615,719.000000,13,55.307692
PT|TRI|D,76939.000000,17,4525.823529,101500.000000,17,5970.588235,2030.000000,17,119.411765
PT|TVC|D,7249.000000,9,805.444444,8500.000000,9,944.444444,170.000000,9,18.888889
